% []
@RELATION base

@ATTRIBUTE tot_changes_last NUMERIC
@ATTRIBUTE sum_insert_last NUMERIC
@ATTRIBUTE sum_delet_lasts NUMERIC
@ATTRIBUTE count_insert_last NUMERIC
@ATTRIBUTE count_delets_last NUMERIC
@ATTRIBUTE avg_insert_last NUMERIC
@ATTRIBUTE avg_delets_last NUMERIC
@ATTRIBUTE avg_insert_nonzero_last NUMERIC
@ATTRIBUTE avg_delets_nonzero_last NUMERIC
@ATTRIBUTE tot_bugs_last NUMERIC
@ATTRIBUTE lastVer_tot_developers NUMERIC
@ATTRIBUTE last_commit NUMERIC
@ATTRIBUTE last_bug NUMERIC
@ATTRIBUTE last_bug_binary NUMERIC
@ATTRIBUTE hasBug {bugged, valid}

@DATA
56,29365,14461,56,56,524.375,258.232142857,524.375,258.232142857,2,6,241.955671296,1461.04090278,1461.04090278,valid
12,1529,753,12,12,127.416666667,62.75,127.416666667,62.75,0,6,241.955671296,0,0,valid
4,2832,24,4,4,708.0,6.0,708.0,6.0,0,3,241.955671296,0,0,valid
3,51,25,3,3,17.0,8.33333333333,17.0,8.33333333333,0,1,219.509525463,0,0,valid
11,730,385,11,11,66.3636363636,35.0,66.3636363636,35.0,0,6,241.955671296,0,0,valid
10,606,346,10,10,60.6,34.6,60.6,34.6,0,6,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
3,32,25,3,3,10.6666666667,8.33333333333,10.6666666667,8.33333333333,0,1,219.509525463,0,0,valid
15,604,325,15,15,40.2666666667,21.6666666667,40.2666666667,21.6666666667,0,6,241.955671296,0,0,valid
4,2536,209,4,4,634.0,52.25,634.0,52.25,0,2,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
4,570,215,4,4,142.5,53.75,142.5,53.75,0,4,241.955671296,0,0,valid
19,2013,1043,19,19,105.947368421,54.8947368421,105.947368421,54.8947368421,0,4,241.955671296,0,0,valid
10,2631,1291,10,10,263.1,129.1,263.1,129.1,0,6,241.955671296,0,0,valid
2,48,41,2,2,24.0,20.5,24.0,20.5,0,1,219.509525463,0,0,valid
9,1889,967,9,9,209.888888889,107.444444444,209.888888889,107.444444444,1,6,241.955671296,957.720648148,957.720648148,valid
2,209,17,2,2,104.5,8.5,104.5,8.5,0,2,241.955671296,0,0,valid
10,968,543,10,10,96.8,54.3,96.8,54.3,0,6,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
3,196,189,3,3,65.3333333333,63.0,65.3333333333,63.0,0,1,219.509525463,0,0,valid
6,605,28,6,6,100.833333333,4.66666666667,100.833333333,4.66666666667,0,3,241.955671296,0,0,valid
13,5615,2701,13,13,431.923076923,207.769230769,431.923076923,207.769230769,0,6,241.955671296,0,0,valid
4,1695,1679,4,4,423.75,419.75,423.75,419.75,0,1,219.509525463,0,0,valid
24,3010,1643,24,24,125.416666667,68.4583333333,125.416666667,68.4583333333,0,7,241.955671296,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
20,2216,1046,20,20,110.8,52.3,110.8,52.3,0,5,241.955671296,0,0,valid
11,540,317,11,11,49.0909090909,28.8181818182,49.0909090909,28.8181818182,0,6,241.955671296,0,0,valid
10,1039,534,10,10,103.9,53.4,103.9,53.4,0,6,241.955671296,0,0,valid
10,1950,292,10,10,195.0,29.2,195.0,29.2,0,5,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,32,25,2,2,16.0,12.5,16.0,12.5,0,1,219.509525463,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
3,400,20,3,3,133.333333333,6.66666666667,133.333333333,6.66666666667,0,2,241.955671296,0,0,valid
19,2399,982,19,19,126.263157895,51.6842105263,126.263157895,51.6842105263,0,6,241.955671296,0,0,valid
3,36,23,3,3,12.0,7.66666666667,12.0,7.66666666667,0,1,219.509525463,0,0,valid
2,179,6,2,2,89.5,3.0,89.5,3.0,0,1,259.445983796,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
14,2914,1324,14,14,208.142857143,94.5714285714,208.142857143,94.5714285714,0,6,241.955671296,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
3,36,25,3,3,12.0,8.33333333333,12.0,8.33333333333,0,1,219.509525463,0,0,valid
5,1542,791,5,5,308.4,158.2,308.4,158.2,0,3,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
14,2912,1485,14,14,208.0,106.071428571,208.0,106.071428571,0,6,241.955671296,0,0,valid
10,504,293,10,10,50.4,29.3,50.4,29.3,0,6,241.955671296,0,0,valid
11,1312,688,11,11,119.272727273,62.5454545455,119.272727273,62.5454545455,0,6,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
10,941,524,10,10,94.1,52.4,94.1,52.4,0,6,241.955671296,0,0,valid
3,73,65,3,3,24.3333333333,21.6666666667,24.3333333333,21.6666666667,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
10,1932,966,10,10,193.2,96.6,193.2,96.6,0,6,241.955671296,0,0,valid
9,3328,2577,9,9,369.777777778,286.333333333,369.777777778,286.333333333,1,5,241.955671296,337.277361111,337.277361111,valid
9,2738,128,9,9,304.222222222,14.2222222222,304.222222222,14.2222222222,0,3,241.955671296,0,0,valid
3,40,29,3,3,13.3333333333,9.66666666667,13.3333333333,9.66666666667,0,1,219.509525463,0,0,valid
4,208,24,4,4,52.0,6.0,52.0,6.0,0,3,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
10,1375,713,10,10,137.5,71.3,137.5,71.3,0,6,241.955671296,0,0,valid
3,208,75,3,3,69.3333333333,25.0,69.3333333333,25.0,1,1,219.509525463,259.523310185,259.523310185,valid
5,911,58,5,5,182.2,11.6,182.2,11.6,0,3,241.955671296,0,0,valid
6,225,266,6,6,37.5,44.3333333333,37.5,44.3333333333,1,1,189.373402778,335.733090278,335.733090278,valid
2,965,205,2,2,482.5,102.5,482.5,102.5,0,2,241.448032407,0,0,valid
10,512,297,10,10,51.2,29.7,51.2,29.7,0,6,241.955671296,0,0,valid
13,1003,590,13,13,77.1538461538,45.3846153846,77.1538461538,45.3846153846,0,7,241.955671296,0,0,valid
10,812,459,10,10,81.2,45.9,81.2,45.9,0,6,241.955671296,0,0,valid
1,9,9,1,1,9.0,9.0,9.0,9.0,0,1,336.62974537,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
3,250,204,3,3,83.3333333333,68.0,83.3333333333,68.0,0,1,219.509525463,0,0,valid
3,33,26,3,3,11.0,8.66666666667,11.0,8.66666666667,0,1,219.509525463,0,0,valid
11,1516,626,11,11,137.818181818,56.9090909091,137.818181818,56.9090909091,0,7,241.955671296,0,0,valid
12,2288,1129,12,12,190.666666667,94.0833333333,190.666666667,94.0833333333,0,6,241.955671296,0,0,valid
2,590,205,2,2,295.0,102.5,295.0,102.5,0,2,241.448032407,0,0,valid
7,1277,759,7,7,182.428571429,108.428571429,182.428571429,108.428571429,0,6,241.955671296,0,0,valid
16,6089,4220,16,16,380.5625,263.75,380.5625,263.75,2,1,219.509525463,335.733090278,335.733090278,valid
2,646,630,2,2,323.0,315.0,323.0,315.0,0,1,219.509525463,0,0,valid
3,36,25,3,3,12.0,8.33333333333,12.0,8.33333333333,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
9,1371,671,9,9,152.333333333,74.5555555556,152.333333333,74.5555555556,0,6,241.955671296,0,0,valid
4,1087,24,4,4,271.75,6.0,271.75,6.0,0,3,241.955671296,0,0,valid
10,717,383,10,10,71.7,38.3,71.7,38.3,0,6,241.955671296,0,0,valid
3,32,25,3,3,10.6666666667,8.33333333333,10.6666666667,8.33333333333,0,1,219.509525463,0,0,valid
3,32,25,3,3,10.6666666667,8.33333333333,10.6666666667,8.33333333333,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
17,2106,991,17,17,123.882352941,58.2941176471,123.882352941,58.2941176471,1,7,241.955671296,1609.43553241,1609.43553241,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
4,299,22,4,4,74.75,5.5,74.75,5.5,0,2,241.955671296,0,0,valid
12,1026,566,12,12,85.5,47.1666666667,85.5,47.1666666667,0,6,241.955671296,0,0,valid
10,1188,601,10,10,118.8,60.1,118.8,60.1,0,6,241.955671296,0,0,valid
12,2115,1070,12,12,176.25,89.1666666667,176.25,89.1666666667,0,6,241.955671296,0,0,valid
5,1147,108,5,5,229.4,21.6,229.4,21.6,0,2,241.955671296,0,0,valid
20,5735,2940,20,20,286.75,147.0,286.75,147.0,0,6,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
16,1460,781,16,16,91.25,48.8125,91.25,48.8125,0,6,241.955671296,0,0,valid
4,575,215,4,4,143.75,53.75,143.75,53.75,0,4,241.955671296,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
2,864,844,2,2,432.0,422.0,432.0,422.0,0,1,219.509525463,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
8,408,269,8,8,51.0,33.625,51.0,33.625,0,6,241.955671296,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
2,1044,1024,2,2,522.0,512.0,522.0,512.0,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
6,763,38,6,6,127.166666667,6.33333333333,127.166666667,6.33333333333,0,3,241.955671296,0,0,valid
10,1342,708,10,10,134.2,70.8,134.2,70.8,0,6,241.955671296,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
11,594,345,11,11,54.0,31.3636363636,54.0,31.3636363636,0,6,241.955671296,0,0,valid
10,1042,563,10,10,104.2,56.3,104.2,56.3,0,6,241.955671296,0,0,valid
10,609,344,10,10,60.9,34.4,60.9,34.4,0,6,241.955671296,0,0,valid
7,1088,763,7,7,155.428571429,109.0,155.428571429,109.0,0,5,241.955671296,0,0,valid
4,34,201,4,4,8.5,50.25,8.5,50.25,0,1,219.509525463,0,0,valid
3,41,30,3,3,13.6666666667,10.0,13.6666666667,10.0,0,1,219.509525463,0,0,valid
5,721,37,5,5,144.2,7.4,144.2,7.4,0,2,241.466493055,0,0,valid
5,1386,28,5,5,277.2,5.6,277.2,5.6,0,3,241.955671296,0,0,valid
17,3752,3573,17,17,220.705882353,210.176470588,220.705882353,210.176470588,0,6,241.955671296,0,0,valid
8,620,262,8,8,77.5,32.75,77.5,32.75,0,4,241.955671296,0,0,valid
8,1929,1287,8,8,241.125,160.875,241.125,160.875,0,5,241.955671296,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
4,817,24,4,4,204.25,6.0,204.25,6.0,0,3,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
13,2345,1165,13,13,180.384615385,89.6153846154,180.384615385,89.6153846154,0,6,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
7,510,251,7,7,72.8571428571,35.8571428571,72.8571428571,35.8571428571,0,5,241.955671296,0,0,valid
18,5224,2253,18,18,290.222222222,125.166666667,290.222222222,125.166666667,2,7,241.955671296,1296.9327662,1296.9327662,valid
13,1605,808,13,13,123.461538462,62.1538461538,123.461538462,62.1538461538,0,6,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
10,1633,821,10,10,163.3,82.1,163.3,82.1,0,6,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
3,3849,1978,3,3,1283.0,659.333333333,1283.0,659.333333333,0,1,219.509525463,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
10,991,547,10,10,99.1,54.7,99.1,54.7,0,6,241.955671296,0,0,valid
1,39,196,1,1,39.0,196.0,39.0,196.0,0,1,182.347708333,0,0,valid
11,508,301,11,11,46.1818181818,27.3636363636,46.1818181818,27.3636363636,0,6,241.955671296,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
2,1534,1514,2,2,767.0,757.0,767.0,757.0,0,1,219.509525463,0,0,valid
2,362,177,2,2,181.0,88.5,181.0,88.5,1,1,219.509525463,336.647731481,336.647731481,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
9,906,446,9,9,100.666666667,49.5555555556,100.666666667,49.5555555556,0,6,241.955671296,0,0,valid
2,34,26,2,2,17.0,13.0,17.0,13.0,0,1,219.509525463,0,0,valid
4,16,14,4,4,4.0,3.5,4.0,3.5,0,1,206.72056713,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
11,1894,964,11,11,172.181818182,87.6363636364,172.181818182,87.6363636364,0,6,241.955671296,0,0,valid
4,224,24,4,4,56.0,6.0,56.0,6.0,0,3,241.955671296,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
28,3664,2395,28,28,130.857142857,85.5357142857,130.857142857,85.5357142857,0,7,241.955671296,0,0,valid
3,32,25,3,3,10.6666666667,8.33333333333,10.6666666667,8.33333333333,0,1,219.509525463,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
15,3361,1656,15,15,224.066666667,110.4,224.066666667,110.4,1,6,241.955671296,1432.91571759,1432.91571759,valid
10,1230,670,10,10,123.0,67.0,123.0,67.0,0,6,241.955671296,0,0,valid
15,3687,1795,15,15,245.8,119.666666667,245.8,119.666666667,0,6,241.955671296,0,0,valid
13,2380,1195,13,13,183.076923077,91.9230769231,183.076923077,91.9230769231,0,6,241.955671296,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
17,9292,4250,17,17,546.588235294,250.0,546.588235294,250.0,1,6,241.955671296,1432.91571759,1432.91571759,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
7,3353,1788,7,7,479.0,255.428571429,479.0,255.428571429,0,5,241.955671296,0,0,valid
11,935,288,11,11,85.0,26.1818181818,85.0,26.1818181818,0,5,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
13,1692,855,13,13,130.153846154,65.7692307692,130.153846154,65.7692307692,0,6,241.955671296,0,0,valid
5,609,219,5,5,121.8,43.8,121.8,43.8,0,4,241.955671296,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
2,558,538,2,2,279.0,269.0,279.0,269.0,0,1,219.509525463,0,0,valid
3,44,37,3,3,14.6666666667,12.3333333333,14.6666666667,12.3333333333,0,1,219.509525463,0,0,valid
3,36,29,3,3,12.0,9.66666666667,12.0,9.66666666667,0,1,219.509525463,0,0,valid
2,390,193,2,2,195.0,96.5,195.0,96.5,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
7,1411,934,7,7,201.571428571,133.428571429,201.571428571,133.428571429,0,5,241.955671296,0,0,valid
10,1295,641,10,10,129.5,64.1,129.5,64.1,0,6,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
11,1170,590,11,11,106.363636364,53.6363636364,106.363636364,53.6363636364,0,6,241.955671296,0,0,valid
10,543,354,10,10,54.3,35.4,54.3,35.4,0,6,241.955671296,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
6,1020,629,6,6,170.0,104.833333333,170.0,104.833333333,0,6,241.955671296,0,0,valid
9,1410,670,9,9,156.666666667,74.4444444444,156.666666667,74.4444444444,0,6,241.955671296,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
12,1008,409,12,12,84.0,34.0833333333,84.0,34.0833333333,0,5,241.955671296,0,0,valid
1,159,2,1,1,159.0,2.0,159.0,2.0,0,1,337.275439815,0,0,valid
10,2266,1091,10,10,226.6,109.1,226.6,109.1,0,6,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
3,773,20,3,3,257.666666667,6.66666666667,257.666666667,6.66666666667,0,2,241.955671296,0,0,valid
10,875,473,10,10,87.5,47.3,87.5,47.3,0,6,241.955671296,0,0,valid
2,495,17,2,2,247.5,8.5,247.5,8.5,0,2,241.955671296,0,0,valid
5,1406,215,5,5,281.2,43.0,281.2,43.0,0,3,241.448032407,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
9,448,305,9,9,49.7777777778,33.8888888889,49.7777777778,33.8888888889,0,6,241.955671296,0,0,valid
2,29,20,2,2,14.5,10.0,14.5,10.0,0,1,219.509525463,0,0,valid
3,40,25,3,3,13.3333333333,8.33333333333,13.3333333333,8.33333333333,0,1,219.509525463,0,0,valid
3,36,23,3,3,12.0,7.66666666667,12.0,7.66666666667,0,1,219.509525463,0,0,valid
17,9659,5366,17,17,568.176470588,315.647058824,568.176470588,315.647058824,0,8,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
11,696,377,11,11,63.2727272727,34.2727272727,63.2727272727,34.2727272727,0,6,241.955671296,0,0,valid
4,492,532,4,4,123.0,133.0,123.0,133.0,1,1,219.509525463,336.647731481,336.647731481,valid
13,1301,476,13,13,100.076923077,36.6153846154,100.076923077,36.6153846154,1,6,241.955671296,337.277361111,337.277361111,valid
1,542,2,1,1,542.0,2.0,542.0,2.0,0,1,337.275439815,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
4,805,215,4,4,201.25,53.75,201.25,53.75,0,4,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,29,21,2,2,14.5,10.5,14.5,10.5,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
3,149,19,3,3,49.6666666667,6.33333333333,49.6666666667,6.33333333333,0,2,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
5,507,243,5,5,101.4,48.6,101.4,48.6,0,5,241.955671296,0,0,valid
11,638,363,11,11,58.0,33.0,58.0,33.0,0,6,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
10,2041,1074,10,10,204.1,107.4,204.1,107.4,0,6,241.955671296,0,0,valid
2,32,25,2,2,16.0,12.5,16.0,12.5,0,1,219.509525463,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
4,857,24,4,4,214.25,6.0,214.25,6.0,0,3,241.955671296,0,0,valid
3,40,29,3,3,13.3333333333,9.66666666667,13.3333333333,9.66666666667,0,1,219.509525463,0,0,valid
2,7,29,2,2,3.5,14.5,3.5,14.5,0,1,336.62974537,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
11,1506,786,11,11,136.909090909,71.4545454545,136.909090909,71.4545454545,0,6,241.955671296,0,0,valid
10,788,428,10,10,78.8,42.8,78.8,42.8,0,6,241.955671296,0,0,valid
10,847,447,10,10,84.7,44.7,84.7,44.7,0,6,241.955671296,0,0,valid
1,363,2,1,1,363.0,2.0,363.0,2.0,0,1,1038.64429398,0,0,valid
14,2934,1633,14,14,209.571428571,116.642857143,209.571428571,116.642857143,0,7,241.955671296,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
10,867,471,10,10,86.7,47.1,86.7,47.1,0,6,241.955671296,0,0,valid
1,3,3,1,1,3.0,3.0,3.0,3.0,0,1,336.754143518,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
4,2972,24,4,4,743.0,6.0,743.0,6.0,0,3,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
11,1383,693,11,11,125.727272727,63.0,125.727272727,63.0,0,6,241.955671296,0,0,valid
10,841,461,10,10,84.1,46.1,84.1,46.1,0,6,241.955671296,0,0,valid
3,30,25,3,3,10.0,8.33333333333,10.0,8.33333333333,0,1,219.509525463,0,0,valid
11,2591,1291,11,11,235.545454545,117.363636364,235.545454545,117.363636364,0,6,241.955671296,0,0,valid
6,635,416,6,6,105.833333333,69.3333333333,105.833333333,69.3333333333,0,6,241.955671296,0,0,valid
2,495,17,2,2,247.5,8.5,247.5,8.5,0,2,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,510,494,2,2,255.0,247.0,255.0,247.0,0,1,219.509525463,0,0,valid
10,1308,707,10,10,130.8,70.7,130.8,70.7,0,6,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
1,25,18,1,1,25.0,18.0,25.0,18.0,0,1,219.509525463,0,0,valid
11,5241,2783,11,11,476.454545455,253.0,476.454545455,253.0,0,6,241.955671296,0,0,valid
12,1454,749,12,12,121.166666667,62.4166666667,121.166666667,62.4166666667,0,6,241.955671296,0,0,valid
11,813,438,11,11,73.9090909091,39.8181818182,73.9090909091,39.8181818182,0,6,241.955671296,0,0,valid
9,1306,646,9,9,145.111111111,71.7777777778,145.111111111,71.7777777778,0,6,241.955671296,0,0,valid
2,50,195,2,2,25.0,97.5,25.0,97.5,0,1,182.347708333,0,0,valid
2,710,694,2,2,355.0,347.0,355.0,347.0,0,1,219.509525463,0,0,valid
8,431,169,8,8,53.875,21.125,53.875,21.125,0,1,219.509525463,0,0,valid
3,33,26,3,3,11.0,8.66666666667,11.0,8.66666666667,0,1,219.509525463,0,0,valid
3,360,20,3,3,120.0,6.66666666667,120.0,6.66666666667,0,2,241.955671296,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
2,29,21,2,2,14.5,10.5,14.5,10.5,0,1,219.509525463,0,0,valid
3,40,29,3,3,13.3333333333,9.66666666667,13.3333333333,9.66666666667,0,1,219.509525463,0,0,valid
1,339,2,1,1,339.0,2.0,339.0,2.0,0,1,337.275439815,0,0,valid
2,28,21,2,2,14.0,10.5,14.0,10.5,0,1,219.509525463,0,0,valid
14,1308,766,14,14,93.4285714286,54.7142857143,93.4285714286,54.7142857143,0,7,241.955671296,0,0,valid
